,SERPINA3,PMEL,DCT,IFITM1,APOD,A2M,IFI27,APOC2,RGS1,SPP1,CAPG,TM4SF1,TYR,CTSK,ANXA1,MIA,HSPA1A,CRYAB,GDF15,CAPN3,TSC22D3,FN1,DUSP1,HSPA1B,QPCT,APOE,EGR1,MT1X,S100A4,SERPINE2,NNMT,MLANA,FOS,CTSL1,MCAM,LHFPL3-AS1,APOC1,DDIT3,CRIP2,MT1E,TNFRSF12A,PRKCDBP,IER3,TMSB4X,S100A16,SELM,IGFBP7,LOXL4,NSG1,SLC20A1,MYC,CD74,BIRC7,SLC26A2,LOXL3,PLTP,RAB38,RCAN1,PLEKHB1,group
Cy80_II_CD45_F11_S935_comb,0.0,10.224,2.5145,4.5194,6.1091,3.8439,3.6757,0.0,5.5477,0.0,7.5616,2.3428,6.8128,4.1434,5.6699,6.6391,0.0,6.1578,5.5178,6.4667,0.0,0.22157,3.5575,3.4105,4.5631,0.0,2.8869,4.4843,2.8713,8.3433,0.0,5.4103,4.4444,3.4862,0.0,2.3457,0.0,2.5578,0.0,5.0304,0.0,5.6687,0.0,6.0743,0.0,6.066,4.0119,2.7704,3.7608,1.5729,5.1414,0.0,0.0,0.0,0.0,4.148,6.5017,5.3533,3.9246,1.0
Cy81_Bulk_CD45_E03_S147_comb,8.5111,0.0,3.4542,8.7799,1.2528,5.442,0.0,0.0,0.0,2.4238,0.0,6.0867,0.0,2.371,5.1456,6.2899,5.5078,7.5704,0.0,0.0,6.2162,6.6352,9.3567,4.0857,0.0,0.0,8.1533,5.2468,0.0,7.1064,6.3361,1.0029,8.64,3.464,0.36401,0.0,0.0,5.9141,5.2558,0.0,0.0,4.5103,5.0117,2.1944,4.4973,0.0,0.0,2.8663,0.0,5.1937,0.0,0.0,0.0,4.6106,5.143,3.8174,0.0,4.9508,4.3334,1.0
Cy80_II_CD45_D04_S904_comb,0.0,9.956,4.2147,5.9864,5.3945,4.9071,3.7469,5.9785,4.0784,0.0,8.8616,4.9157,6.3319,5.9198,4.4762,6.4975,0.0,4.3775,6.1274,4.7358,3.8875,0.97306,2.2013,0.0,5.5425,5.9125,5.7081,4.8678,0.0,6.4708,0.0,6.8702,4.1947,4.487,2.5011,5.0578,0.0,0.0,0.0,3.022,0.0,3.3835,0.0,0.0,3.7207,5.3424,4.3304,4.1933,4.7042,3.8995,5.3021,4.4331,0.0,2.2342,4.917,3.1268,6.3362,1.8388,3.2112,1.0
Cy81_FNA_CD45_C08_S320_comb,5.7002,0.77737,0.0,8.4195,3.8084,0.0,0.0,0.0,0.0,5.9637,0.0,0.0,0.0,4.6595,2.6792,4.5988,7.1062,7.9594,0.0,6.0626,0.0,6.9876,0.0,6.3594,4.3588,3.9242,0.27501,3.2206,0.0,7.3721,3.7578,1.2708,0.0,6.3353,0.30217,0.0,3.7334,7.1711,4.4024,2.9362,0.0,3.3003,4.7416,0.0,4.1275,0.0,0.0,5.6499,0.0,2.734,0.0,0.0,0.0,2.9508,0.0,0.0,0.0,0.0,5.7458,1.0
Cy81_Bulk_CD45_B04_S112_comb,8.0249,0.0,0.0,8.2208,4.4544,7.9507,0.0,0.0,0.0,4.1341,3.3925,6.3513,0.0,0.0,5.7655,5.1294,7.4175,6.5822,4.3268,0.0,7.412000000000001,9.8638,8.8679,7.0125,3.0803,0.0,8.1838,7.3731,3.1245,8.5992,6.3829,0.78325,8.4882,3.7122,0.2558,0.0,2.0694,6.3260000000000005,2.3268,3.0206,2.7273,5.9875,4.9376,0.0,6.4029,0.0,0.0,2.7713,0.0,6.6331,0.0,0.0,0.0,5.2619,5.6379,5.7642,2.568,5.1333,5.772,1.0
Cy71_CD45_G05_S557_comb,0.0,7.5075,4.3051,4.7751,2.5629,0.0,5.9804,0.0,0.0,0.0,3.2478,0.0,5.9362,0.0,5.9029,0.0,0.0,0.0,0.0,3.2711,0.0,0.73985,5.5376,0.0,0.0,5.9535,1.4367,4.0233,0.0,3.0719,0.0,2.1985,5.359,0.0,3.1733,0.0,3.8174,3.7386,7.2122,0.0,2.6792,0.0,0.0,3.3554,3.5139,0.0,4.3685,0.0,0.0,2.0583,7.8935,2.3838,0.0,0.0,0.0,2.0531,0.0,3.3904,3.1784,1.0
Cy81_FNA_CD45_F03_S351_comb,5.8186,0.0,0.0,8.1367,5.0649,6.6342,0.0,0.0,0.0,4.0295,0.0,6.6003,0.0,0.0,5.7644,4.9558,0.73985,6.0833,4.2238,0.0,0.0,6.9121,7.3393,0.0,3.9624,0.0,5.2297,4.0354,2.244,8.5496,0.0,0.90149,0.0,5.4927,0.0,0.0,0.0,6.087999999999999,5.1447,0.0,0.0,5.6182,4.425,3.0542,6.6525,0.0,0.0,5.7989999999999995,0.0,6.1168,0.0,0.0,0.0,4.129,4.8417,3.6968,0.0,5.5344,5.731,1.0
Cy81_Bulk_CD45_B05_S113_comb,6.382000000000001,0.0,0.0,6.6905,4.321000000000001,3.9968,0.0,0.0,0.0,4.6762,0.0,4.5293,0.0,4.3586,5.6912,7.0229,6.6092,6.4225,0.0,0.0,3.3484,6.1496,6.9893,5.9404,2.8289999999999997,0.0,6.5676,4.5955,0.0,6.7533,3.4897,0.43936000000000003,6.4188,5.5131,0.46989,0.0,2.8292,4.9879,3.2689999999999997,3.1060000000000003,0.0,6.6039,5.2935,0.0,0.54498,0.0,2.5238,6.3965,0.0,3.1725,0.0,0.0,0.0,4.4611,5.9174,2.8951,0.0,6.1354,5.2185,1.0
Cy80_II_CD45_C02_S890_comb,0.0,10.738,3.5672,5.7482,6.692,3.5364,5.4787,4.9517,4.9427,0.0,8.6612,4.1068,6.8808,5.6456,4.8001,6.055,1.4441,7.0549,5.5136,5.2834,5.0672,0.9605100000000001,6.2812,2.7082,3.9909,4.376,4.7601,4.3465,5.9713,7.8231,1.4584,5.6977,5.9346,0.0,1.6821,1.0349,2.6839,4.9729,0.0,5.0502,1.2564,4.3949,0.0,3.0669999999999997,1.8777,6.1351,5.1784,4.5625,4.5045,4.9111,4.9349,1.516,3.5036,1.8734,5.561,5.18,5.6417,3.5348,3.2584,1.0
Cy80_II_CD45_F01_S925_comb,0.0,9.9226,0.0,7.0993,8.2145,4.4376,4.4205,0.0,5.4936,0.0,8.2187,0.0,8.0058,4.6681,0.0,7.3394,0.0,5.6464,6.1955,6.6695,0.0,3.4154,0.0,0.0,0.0,0.0,2.3039,0.0,6.635,9.1194,0.0,0.44783999999999996,5.1194,5.2155,0.0,5.0668,0.0,4.5283,0.0,4.7543,5.4366,0.0,4.3547,0.0,0.0,7.9397,0.0,6.5861,5.2475,8.0303,6.1394,0.0,5.3845,0.6986600000000001,5.2455,4.8274,7.6248,0.0,5.2836,1.0
Cy80_II_CD45_E01_S913_comb,8.094,9.0546,0.0,6.4417,8.7315,2.8373,5.6657,0.0,4.7537,0.0,8.7314,0.0,6.5408,4.84,3.7182,7.1707,0.0,4.9071,3.7369,7.0896,3.6576,3.0666,4.1657,0.0,0.0,0.0,5.5709,5.5503,0.0,8.4622,4.4319999999999995,6.0503,5.7686,2.986,0.0,4.8782,2.0721,4.8079,0.0,6.3819,0.0,5.1235,3.448,4.0144,3.7939,6.4276,1.0704,3.8935,2.8675,3.6973,5.0101,0.0,4.3571,4.3771,0.0,5.1581,3.9163,4.0516,4.5421,1.0
Cy81_FNA_CD45_B02_S302_comb,7.6031,0.0,0.0,8.3558,2.0697,5.7504,0.0,0.0,0.0,0.0,0.0,2.8584,0.0,0.0,6.9145,4.6101,5.8583,5.8066,0.0,0.0,2.8158,7.5193,6.1307,4.8404,0.0,0.0,4.8852,7.4867,0.0,8.2076,5.5869,0.0,5.4262,3.7643,0.0,0.0,0.0,0.0,6.3854,5.0233,0.0,6.4131,4.4102,0.0,6.0351,0.0,0.0,0.0,0.0,4.2722,0.0,0.0,0.0,5.9503,4.5955,4.4984,3.7185,7.1094,4.8153,1.0
Cy81_FNA_CD45_F07_S355_comb,7.2884,0.0,0.0,6.747999999999999,6.881,7.742000000000001,0.0,0.0,0.0,8.4613,0.0,5.4197,0.0,0.0,4.3262,7.1431,0.0,6.3779,0.0,0.0,5.0127,9.8307,5.6683,0.34483,0.0,4.4655,0.0,6.5815,4.0552,9.1891,5.6804,0.0,0.0,3.4383,0.0,0.0,6.0224,4.4443,0.0,3.158,0.0,4.1976,3.5669,0.0,6.8056,0.0,0.0,0.0,0.0,6.1736,0.0,0.0,0.0,0.0,7.2879,6.2372,0.0,3.7983,0.0,1.0
Cy80_II_CD45_H11_S959_comb,7.9029,7.9395,0.0,7.6555,7.8011,1.6785,6.3383,6.4032,0.0,0.0,7.1409,3.767,7.6558,5.8548,7.4527,7.1755,3.5493,5.4228,0.0,0.0,4.9319,6.0804,0.0,1.3167,0.0,3.1486,4.2313,5.7744,7.3324,9.0965,7.1815,0.0,0.0,6.1302,0.0,0.0,0.0,0.0,0.0,3.6373,5.2906,5.5601,7.6647,5.4884,0.0,6.6322,3.0888,4.3275,5.091,6.0226,3.2497,4.5033,0.0,3.2039999999999997,6.7373,4.8041,4.6015,7.2331,5.8745,1.0
Cy81_FNA_CD45_E04_S340_comb,8.8532,0.0,0.0,8.1931,5.2177,5.5349,0.0,0.0,0.0,2.3280000000000003,4.4439,6.7254,0.0,0.0,6.957999999999999,5.6194,5.8020000000000005,4.9904,3.9427,0.0,5.1093,8.12,7.6684,4.7692,0.0,2.6395,5.445,8.0972,0.0,8.8229,6.4956,0.0,1.4005,3.3553,0.43082,0.0,0.0,0.0,5.7614,0.0,0.0,7.224,6.6159,0.0,5.9754,0.0,0.0,0.0,0.0,5.6246,0.0,0.0,0.0,6.3951,4.9252,5.2058,0.0,7.5266,5.3859,1.0
Cy80_II_CD45_A01_S865_comb,7.0383,9.9147,0.0,5.8616,8.7716,3.0377,4.9313,4.169,4.845,0.0,8.6806,0.0,7.6427,4.2615,5.9099,5.8968,0.0,4.9743,4.8688,7.1357,6.1573,3.8058,0.0,0.0,0.0,0.0,6.1053,0.0,4.7444,8.1116,5.6419,5.8524,6.1399,4.0714,0.21536999999999998,5.2727,0.0,2.8801,4.0765,5.356,0.0,3.8917,0.0,5.4763,5.1448,6.2685,3.7908,4.76,2.4683,6.3391,4.4072,6.3274,4.2139999999999995,3.7003,4.0321,0.0,3.6587,5.0713,5.7579,1.0
Cy81_Bulk_CD45_F12_S168_comb,4.1621,0.0,0.0,7.519,6.999,6.0611,0.0,0.0,0.0,4.4778,0.0,6.7025,0.0,3.299,6.4306,6.4769,5.0929,5.9131,0.0,4.3216,5.7172,8.8354,7.6067,5.6473,3.7141,4.4781,3.2910000000000004,4.4541,3.8872,8.6816,5.5623,0.74416,7.0587,5.4867,0.0,0.0,3.1455,6.1902,0.0,0.0,3.2437,4.8368,4.8129,1.8867,6.9556,0.0,0.0,0.0,0.0,6.4691,0.0,0.0,0.0,3.5011,3.7755,5.6627,3.9336,5.5468,6.1345,1.0
Cy71_CD45_E06_S534_comb,0.0,6.1865,3.6212,0.0,0.0,0.0,4.2755,0.0,0.0,0.0,0.0,0.0,4.5086,0.0,7.6423,3.07,4.1408,0.0,0.0,6.1259,4.063,0.46571,0.0,0.0,0.0,4.0632,0.9862299999999999,0.0,0.0,4.6207,0.0,5.7007,5.5953,0.0,0.46466999999999997,1.389,6.0344,3.2922,0.0,0.0,0.0,0.0,1.46,0.0,3.0405,0.0,0.0,4.4906,0.0,2.3896,5.2912,0.0,6.1537,0.0,0.0,2.9441,4.2163,5.0041,3.8577,1.0
Cy71_CD45_C12_S516_comb,0.0,6.8183,5.4682,4.4534,4.3099,0.42116000000000003,6.2188,0.0,0.0,0.0,0.0,0.0,5.7375,0.0,4.9179,0.0,4.1372,0.0,0.76977,6.1114,0.0,0.46258,5.3926,0.0,0.0,4.4949,2.4803,0.0,0.0,5.8486,0.0,6.4765,3.1523,3.5971,0.3173,3.6953,1.6645,0.0,5.7223,0.0,0.0,0.0,0.0,2.4396,0.0,0.0,4.9963,0.0,2.036,4.5622,5.402,0.0,4.1372,0.012925999999999998,0.0,5.6133,2.6152,2.9555,4.4719,1.0
Cy71_CD45_A06_S486_comb,0.0,3.9912,3.5579,0.0,0.0,3.1747,5.1182,0.0,0.0,0.0,0.0,0.0,3.2535,0.0,5.8365,0.0,2.6055,0.0,6.6622,6.9099,0.0,1.1972,2.9387,0.0,0.0,4.6792,6.5451,0.0,0.0,5.0643,0.0,5.5936,6.0491,2.9518,3.1296,0.0,4.3131,1.1596,6.0252,0.0,4.0736,0.0,3.5069999999999997,2.2336,4.6669,0.0,0.0,0.0,0.0,4.208,5.8704,0.0,3.0456,0.0,0.0,3.7896,0.0,4.1902,0.0,1.0
Cy80_II_CD45_E11_S923_comb,0.0,10.536,0.94935,6.5119,7.4226,2.3303,3.1144,1.4125,6.6405,0.0,8.011000000000001,0.0,4.9655,0.0,2.5251,6.4767,0.0,0.0,0.0,6.928999999999999,0.0,0.0,5.2787,3.6819,0.0,4.0265,4.9513,0.0,4.994,8.1102,0.0,4.5096,4.453,4.8342,0.2228,2.5462,0.0,4.6396,0.0,2.6376,0.0,2.438,3.674,3.1609,0.0,6.3349,3.1755,0.0,3.3823,3.4956,5.7626,0.0,3.5354,3.4360000000000004,2.892,4.6103,3.9425,0.0,4.6479,1.0
Cy71_CD45_C09_S513_comb,0.0,7.7024,7.7654,7.2786,4.5935,0.0,7.7004,0.0,0.0,0.5733699999999999,0.0,0.0,6.0791,0.0,4.8039,0.0,0.0,0.0,0.0,8.1434,0.0,0.13093,5.8341,3.4773,0.0,5.0918,4.6986,0.0,0.0,0.0,0.0,6.5884,6.0765,1.2833,0.0,0.90304,3.9541,4.0556,0.0,0.0,0.0,0.0,0.0,2.3885,0.0,0.0,3.38,0.0,0.0,0.0,6.154,3.259,0.0,0.0,0.0,4.2006,5.3168,3.6592,4.2951,1.0
Cy80_II_CD45_E08_S920_comb,0.0,8.9951,0.0,8.8728,9.4866,3.5161,5.4852,0.0,6.7789,0.0,8.0293,0.0,6.3508,5.5192,6.1165,8.2149,1.972,2.7734,0.0,7.4856,0.0,2.9931,0.0,0.0,0.0,0.0,3.9067,0.0,6.9441,9.1694,5.4502,5.4336,6.9576,0.0,0.99928,0.0,0.0,5.9852,0.0,5.4512,0.0,0.0,0.0,4.9259,0.0,6.0269,2.9364,3.8925,3.5741,5.2411,4.4615,0.0,0.0,2.6243,4.3711,4.2012,2.5902,5.6758,4.5378,1.0
Cy81_FNA_CD45_H05_S377_comb,0.0,0.0,0.0,0.0,0.0,4.4191,0.0,0.0,0.0,3.6693,0.0,4.7872,0.0,0.0,4.4915,7.4588,2.4265,7.0486,0.0,0.0,4.8527,4.2066,5.404,0.0,0.0,0.0,0.13619,5.3305,0.0,8.2742,0.0,0.0,0.0,0.0,0.24731999999999998,0.0,0.0,0.0,0.0,3.8360000000000003,0.0,6.6218,3.8589,0.0,0.0,0.0,0.0,7.2933,0.0,0.12697,0.0,0.0,0.0,3.9091,6.8116,5.5229,0.0,5.5104,0.0,1.0
Cy81_FNA_CD45_D12_S336_comb,7.2213,0.0,0.0,5.2345,6.5877,8.0505,0.0,0.0,0.0,5.2394,0.9671700000000001,5.1515,0.0,2.5082,4.5775,6.1082,4.7981,6.8051,0.0,3.3169999999999997,5.4645,8.1364,8.0755,2.5893,4.4873,3.8807,5.6499,6.2863,4.5047,7.9811,4.2331,0.0,6.1767,4.3195,0.5220600000000001,0.0,3.3563,3.2343,6.0183,3.2101,0.0,6.6875,2.5864,1.6457,4.3926,2.2696,0.0,6.0369,2.7053,6.2691,0.0,0.96199,0.0,5.9932,5.8212,5.0322,3.2337,4.7754,7.3409,1.0
Cy71_CD45_A07_S487_comb,0.0,6.4461,6.4827,8.7293,5.5644,0.0,7.912000000000001,0.0,0.0,0.0,0.0,0.0,5.9924,0.0,5.6474,0.0,4.5203,4.6972,0.0,8.2352,5.1961,3.2043,4.7555,0.0,0.0,0.0,4.1853,0.0,0.0,5.7896,0.0,8.1168,5.8922,0.0,4.2977,4.1686,0.0,5.1104,6.5095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5519,0.0,0.0,0.0,5.6464,0.0,0.0,3.8607,0.0,4.2867,1.976,4.8861,4.5198,1.0
Cy71_CD45_G11_S563_comb,0.0,4.4048,3.0479,0.0,0.0,0.0,0.0,0.0,0.0,1.2792,0.0,0.0,5.233,2.5049,3.7361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0513,0.0,0.0,3.9853,6.4231,0.0,0.0,4.8478,0.0,4.5524,7.2884,0.0,1.5499,3.6292,5.1107,1.8148,6.8597,0.0,3.7976,0.0,0.0,2.2645,0.0,0.0,0.0,0.0,0.0,4.5566,6.7503,0.0,0.0,0.0,0.0,5.8166,3.9738,3.9745,4.7022,1.0
Cy81_Bulk_CD45_F05_S161_comb,6.6248,0.0,0.0,7.3939,8.023,7.3794,0.0,0.0,0.0,8.3458,0.0,6.9071,0.0,0.0,6.9066,6.0922,8.6594,8.568,0.0,0.0,0.0,8.1439,6.4363,8.5067,4.2728,5.2625,4.7366,5.9125,0.0,8.9593,6.2324,0.0,4.6702,3.8148,1.3989,0.0,4.3552,5.2878,0.88284,0.0,0.0,5.0106,3.8793,6.1891,5.5864,0.0,0.0,0.0,0.0,6.9411,1.107,0.62387,0.0,3.574,4.7734,6.3729,3.9881,5.0916,5.7129,1.0
Cy81_Bulk_CD45_D08_S140_comb,5.9035,0.0,0.0,7.3989,0.0,5.7025,0.0,0.0,0.0,5.9906,0.0,4.8352,0.0,0.0,6.1,6.2047,7.5445,5.6745,6.559,0.0,5.5933,6.8693,7.9729,6.1122,0.0,0.0,7.6607,0.0,0.0,8.2836,5.6568,0.0,7.9184,0.0,0.0,0.0,5.4074,8.2738,5.4409,0.0,0.0,4.0596,4.7392,0.0,4.9697,0.0,0.0,6.1399,0.0,5.5046,0.0,0.0,0.0,4.3972,5.7548,3.2499,0.0,6.3778,4.5756,1.0
Cy81_FNA_CD45_B04_S304_comb,7.3674,0.0,0.0,9.064,3.2848,6.0261,0.0,0.0,0.0,0.0,0.0,5.7522,0.0,0.81394,5.9461,6.3832,5.4174,5.7743,3.2015,0.0,5.1421,7.5215,4.8059,5.8723,3.1824,0.0,4.1121,4.1157,0.0,9.0639,5.9807,0.0,2.437,3.4443,0.0,0.0,2.9808,3.343,2.1427,3.7369,0.0,6.4032,4.255,0.0,6.7085,0.0,0.0,0.0,0.0,7.6098,0.0,0.0,0.0,5.1488,3.9079,4.8704,2.7446,5.3176,5.0922,1.0
Cy80_II_CD45_H12_S960_comb,6.8251,9.3424,0.0,6.5033,8.4045,4.6785,5.6838,0.0,5.7683,0.0,7.6372,3.2889,6.4318,4.1154,4.4897,6.0853,2.8080000000000003,0.0,4.7181,3.6868,3.2444,2.8347,5.6958,0.0,0.0,0.0,7.023,0.0,6.0786,8.5326,4.3134,3.4326,4.4177,4.8862,0.0,4.5624,0.0,4.2034,0.0,5.3554,0.0,5.9158,4.669,6.3086,3.9422,6.5638,3.8607,3.1491,2.7236,5.7074,4.2861,3.4649,0.0,2.6489,5.25,4.7410000000000005,3.4925,3.7929,3.9619999999999997,1.0
Cy81_FNA_CD45_H01_S373_comb,8.3724,0.0,0.0,9.0752,5.6427,7.4633,0.0,0.0,0.0,5.443,0.0,6.8632,0.0,0.0,4.2887,5.5804,6.3547,6.7713,0.0,0.0,5.5121,9.0729,5.7738,4.3580000000000005,0.0,0.0,2.9659,6.729,0.0,9.2117,6.7041,1.5231,4.1028,4.7848,0.43296,0.0,5.492000000000001,3.6198,4.9271,5.3278,0.0,3.5854,5.8661,1.6586,6.3061,0.0,0.0,0.0,0.0,7.3015,0.0,0.0,0.0,5.2191,6.2668,5.2139999999999995,0.0,4.8836,5.0038,1.0
Cy71_CD45_C07_S511_comb,0.0,9.5167,6.4247,9.0302,5.75,0.0,7.8262,0.0,0.0,0.0,0.0,0.0,6.0777,0.0,4.8722,0.0,0.0,0.0,0.0,6.1726,4.6902,0.0,5.4883,1.0881,0.0,7.1504,5.6417,0.0,0.0,0.0,0.0,6.1692,6.0843,4.6531,3.4201,4.5966,3.0827,5.7847,9.2947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0802,0.0,5.5639,3.5106,5.3247,5.8042,0.0,0.59741,0.0,4.5288,0.0,0.70221,0.0,1.0
Cy81_Bulk_CD45_A12_S108_comb,6.8609,0.0,2.3414,8.0344,5.2157,6.2301,1.1661,0.0,0.0,6.6013,2.9791,6.2882,0.0,0.0,5.9853,6.672000000000001,7.9223,7.5277,3.3127,3.1179,5.5311,6.3946,7.3622,7.3228,3.6189,1.3109,6.6771,5.9271,3.4432,7.9371,5.4965,0.36961,6.5146,4.7834,1.3752,0.0,1.7983,4.919,3.3055,1.6915,1.8856,6.4475,4.7905,6.1136,5.5908,0.0,2.3838,4.6842,0.0,5.7992,0.0,3.8732,0.0,3.9269,4.6621,5.4476,1.8172,4.7001,5.3772,1.0
Cy80_II_CD45_A06_S870_comb,4.5006,8.7642,0.6461600000000001,5.9995,8.6559,2.2708,4.5394,5.2547,0.0,0.0,8.7615,3.9101,7.3181,5.6743,2.9405,7.9219,0.0,0.0,0.0,4.5503,0.0,2.7394,0.0,0.0,0.0,1.719,0.0,6.5418,3.6846,9.1179,0.0,4.9782,0.0,3.3658,0.0,5.4517,0.0,0.0,0.0,4.9568,0.0,6.524,4.4352,0.0,2.2726,6.1648,3.8303,6.3347,4.8059,5.4553,5.1287,3.3109,4.8156,5.1117,6.0428,3.2351,4.6783,4.2696,2.9028,1.0
Cy81_Bulk_CD45_E06_S150_comb,6.7355,0.0,0.0,7.8542,0.0,3.7701,0.0,0.0,0.0,0.48749,0.0,4.1707,0.0,4.3071,5.886,5.5591,4.985,6.0368,3.8903,0.0,4.4799,5.6846,8.4684,4.4938,0.0,0.0,7.6401,5.0058,0.0,6.6911,1.7172,1.8852,7.841,3.909,0.0,0.0,0.0,6.1099,3.5789,1.2504,0.0,6.9842,4.4759,2.657,0.0,0.0,0.0,0.5616899999999999,0.0,3.9826,0.0,0.0,0.0,4.7675,4.1406,4.5144,0.0,5.5039,0.0,1.0
Cy71_CD45_C10_S514_comb,0.0,4.9976,5.5618,0.0,4.3919999999999995,0.0,4.2279,0.0,0.0,0.0,0.0,0.0,5.6273,0.0,0.0,0.0,0.0,0.0,2.9811,6.6114,3.9085,0.0,5.7656,0.0,0.0,6.7192,4.4117,2.1972,0.0,5.5588,0.0,7.0174,7.19,3.7613,3.1460000000000004,3.1557,6.8166,5.2708,4.3562,0.0,0.0,0.0,2.9360000000000004,2.3545,0.0,0.0,1.0377,3.6484,4.1365,3.2587,5.7409,0.0,5.4075,3.0092,0.0,0.0,0.0,0.0,4.1185,1.0
Cy81_Bulk_CD45_D06_S138_comb,7.6172,0.0,0.0,8.5432,4.143,7.1269,0.0,0.0,0.0,4.6962,0.0,5.1513,0.0,6.0069,4.6369,4.5347,6.0211,2.3874,3.5437,0.0,5.9794,6.473,8.75,5.4733,0.0,2.499,7.6715,3.9986,0.0,8.7878,7.2203,0.74244,8.6665,4.102,0.0,0.0,0.0,3.1265,0.0,0.0,2.3337,4.2714,6.6417,6.0342,5.365,0.0,0.0,4.1897,0.0,5.2837,0.0,0.0,0.0,5.5784,5.2042,0.0,0.0,6.6368,3.3813,1.0
Cy71_CD45_F08_S548_comb,0.0,7.279,7.121,7.835,5.0734,0.0,6.5227,0.0,0.0,0.0,0.0,0.0,3.3846,0.0,1.1998,0.0,0.7866,0.0,0.0,6.7115,0.0,0.0,3.5263,0.0,0.0,4.6073,6.034,0.0,0.0,3.4205,0.0,5.3657,7.3371,3.8786,0.60692,0.0,3.3505,3.7472,5.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.687,1.7765,0.0,2.7941,0.0,5.0987,4.38,4.0466,4.2179,1.0
Cy81_FNA_CD45_D11_S335_comb,7.028,0.0,0.0,4.6522,7.901,7.2467,0.0,0.0,0.0,5.4573,0.0,0.0,0.0,2.5198,6.2065,6.6349,5.1495,6.9814,0.0,5.3781,4.8983,9.0066,6.7484,2.228,4.8644,2.3964,4.4611,6.6147,4.1229,8.9663,0.0,0.0,5.8956,4.4711,0.0,0.0,3.3678,4.5505,4.9317,0.0,0.0,6.3131,0.0,0.0,6.2222,0.0,0.0,4.9407,0.0,6.7968,0.0,0.0,0.0,7.6163,5.4572,5.8321,3.9479,7.3113,6.5677,1.0
Cy71_CD45_H04_S568_comb,0.0,5.2995,3.8759,0.0,3.3451,3.7237,6.1112,0.0,0.0,0.0,0.0,0.0,3.7686,0.0,5.9303,0.0,0.0,0.0,0.0,7.2399,3.4019,0.0,6.2348,4.4914,0.0,5.2533,7.6937,0.0,0.0,4.1248,0.0,6.1606,7.4079,0.0,0.0,0.0,2.083,0.0,5.4768,0.0,3.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44466999999999995,5.4347,0.0,4.0405,0.0,0.0,2.8211,0.0,6.4701,0.0,1.0
Cy81_FNA_CD45_C10_S322_comb,7.5943,0.0,0.0,8.6738,5.4707,7.3294,0.0,0.0,0.0,10.152000000000001,0.0,0.57725,0.0,0.0,4.2077,6.6053,0.0,6.7616,0.0,0.0,2.5238,10.036,4.7989,0.0,0.0,6.242000000000001,0.0,5.9747,5.9969,8.5481,6.5248,0.69153,5.0245,5.1976,0.0,0.0,4.0193,4.0411,4.9462,4.7076,0.0,6.0122,4.6462,0.0,6.2529,0.0,0.0,3.8706,0.0,5.9670000000000005,0.0,0.0,0.0,6.0659,6.7287,5.1383,0.0,5.7519,6.5251,1.0
Cy71_CD45_D01_S517_comb,0.0,9.4936,7.2528,7.36,2.6422,0.0,4.8979,0.0,0.0,0.0,0.0,0.0,6.7494,0.0,3.9256,4.0098,0.0,0.0,0.0,1.9328,3.7621,0.0,4.8749,0.0,0.0,8.2494,4.734,4.1586,1.8229,3.1038,0.0,6.2307,6.8391,3.8433,0.0,5.0299,6.746,3.8548,7.8681,0.0,0.0,0.0,0.0,5.6153,0.0,0.0,3.9969,0.0,3.0022,0.0,4.1204,2.6767,0.0,0.8734200000000001,0.0,5.7344,3.9419,3.2538,0.0,1.0
Cy71_CD45_B09_S501_comb,0.0,9.8159,8.9344,8.9963,0.0,0.0,8.7658,0.0,0.0,0.0,0.0,0.0,5.9439,0.0,0.0,0.0,4.1323,0.0,6.4917,7.3456,5.7941,1.8564,5.2183,0.0,0.0,8.086,4.8278,4.3793,0.0,0.0,0.0,6.075,6.2215,5.6424,0.44361000000000006,0.0,4.7324,0.0,6.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7894,0.0,4.7629,0.0,6.1517,0.0,6.4058,0.40817,0.0,0.0,3.4174,0.0,0.0,1.0
Cy81_Bulk_CD45_G06_S174_comb,6.4871,0.0,0.0,8.3948,5.169,6.1544,0.0,0.0,0.0,5.3914,4.7455,6.2929,0.0,5.831,6.5766,5.6439,6.5328,8.4027,5.6473,0.0,5.1856,7.5495,10.046,7.1829,4.4283,0.0,8.2234,5.4187,3.616,7.3644,6.5289,1.0731,8.9522,4.1866,0.0,0.0,3.7915,4.428,0.0,4.4137,0.0,6.3288,6.2161,5.5779,0.0,0.0,0.0,7.0733,0.0,5.8381,0.0,0.0,0.0,5.6449,0.0,1.109,4.5314,6.5707,1.5907,1.0
