,PMEL,SERPINA3,TMSB4X,IFITM1,APOD,MIA,SPP1,DCT,IFI27,CD74,A2M,MT2A,DUSP1,ANXA1,APOC2,FOS,SERPINE2,IGFBP7,TM4SF1,CAPN3,group
Cy81_FNA_CD45_E01_S337_comb,0.0,8.0624,6.7353,8.8553,0.0,4.7614,0.0,0.0,0.0,0.0,6.0902,8.558,5.4794,5.9011,0.0,4.5152,9.0513,0.0,6.5255,0.0,2.0
Cy71_CD45_B10_S502_comb,8.8251,0.0,0.0,7.6061,4.859,0.0,0.0,7.306,7.377999999999999,0.0,0.0,6.5517,4.8082,0.0,0.0,7.4668,3.2746,2.8094,0.0,6.8581,2.0
Cy81_Bulk_CD45_D12_S144_comb,0.21909,7.7661,1.0704,7.7105,5.5538,5.085,4.041,0.0,0.0,0.0,8.0298,8.699,8.033,5.5108,0.0,7.8076,8.0069,0.0,2.6636,0.0,2.0
Cy71_CD45_F05_S545_comb,2.7148,0.0,4.2302,7.4404,0.0,0.0,0.0,2.472,4.1858,0.0,0.0,0.0,0.0,0.0,0.0,5.3149,3.9412,4.8825,0.0,4.1499,2.0
Cy81_Bulk_CD45_G03_S171_comb,0.0,4.9033,4.9455,6.9302,3.9751,6.4878,4.6251,0.0,0.0,0.0,6.2633,9.4066,7.9137,5.6668,0.0,7.9621,8.1712,3.3567,5.1626,3.8122,2.0
Cy81_Bulk_CD45_D11_S143_comb,0.0,7.9584,4.4239999999999995,8.6952,4.706,6.9902,3.0676,0.0,0.0,0.0,6.3297,7.2049,8.2202,5.6928,0.0,6.9986,9.6326,0.0,7.1421,0.0,2.0
Cy80_II_CD45_G03_S939_comb,10.122,7.1635,0.0,7.3075,7.6806,7.8514,0.0,2.7467,6.7959,0.0,0.0,5.2257,0.0,0.0,8.0845,0.0,7.0102,0.0,0.0,8.6065,2.0
Cy71_CD45_C03_S507_comb,5.1666,0.0,2.3144,4.1159,0.0,0.0,0.0,0.0,5.2170000000000005,0.0,1.6248,6.3439,3.477,5.801,2.9432,5.6706,4.7633,0.0,0.0,7.7496,2.0
Cy71_CD45_H08_S572_comb,5.7229,0.0,0.0,7.7376,5.0019,0.0,0.0,4.603,6.0756,0.0,0.0,6.7184,4.8719,6.3405,0.0,5.0048,3.5083,4.7332,0.0,0.0,2.0
Cy81_FNA_CD45_B12_S312_comb,0.0,7.414,0.0,7.1567,3.0433,5.5854,3.7339,0.0,0.0,0.0,6.45,8.7503,5.6407,6.5431,0.0,4.7006,7.9394,0.0,5.5431,0.0,2.0
Cy81_FNA_CD45_H04_S376_comb,0.0,7.2413,3.2065,8.5732,4.0577,5.1838,0.0,0.0,0.0,0.0,7.8947,7.2039,4.6717,0.0,0.0,3.8439,7.3779,0.0,6.2860000000000005,0.0,2.0
Cy81_Bulk_CD45_D04_S136_comb,0.0,0.0,5.0569,0.0,1.4673,5.8729,5.4239999999999995,0.0,0.0,0.0,3.8665,9.3052,4.4677,0.0,0.0,0.0,5.7547,0.0,0.0,3.1931,2.0
Cy81_FNA_CD45_H08_S380_comb,0.0,0.0,0.0,4.5508,0.0,0.0,4.2206,0.42438000000000003,0.0,0.0,5.3214,6.678,0.0,0.0,0.0,0.24123000000000003,8.006,4.6103,0.55582,5.3585,2.0
Cy71_CD45_B11_S503_comb,0.0,0.0,0.0,4.2325,5.2067,0.0,0.0,6.4987,5.3854,0.0,3.4817,0.0,5.9275,2.7837,0.0,8.7635,4.4847,3.3951,0.0,7.505,2.0
Cy71_CD45_H02_S566_comb,7.0968,0.0,0.0,7.5696,2.7674,0.0,0.0,0.0,8.0736,0.0,0.0,3.8122,0.0,7.4355,0.0,5.6986,6.6646,3.7548,0.0,7.0949,2.0
Cy80_II_CD45_C01_S889_comb,8.203,6.6463,0.0,5.7749,7.7513,2.8791,0.0,0.0,6.5848,0.0,0.0,8.6715,0.29866,0.0,0.0,3.8601,8.664,0.0,0.0,6.3954,2.0
Cy71_CD45_G03_S555_comb,0.8953,0.0,0.0,7.0931,4.2423,4.0034,0.0,4.8905,6.9523,0.0,0.0,5.6225,5.3554,5.3244,0.0,7.151,3.3597,3.3179,0.0,7.3902,2.0
Cy80_II_CD45_E12_S924_comb,10.527999999999999,6.9721,4.5188,7.066,7.2483,8.127,0.0,2.7394,6.6687,4.1215,0.0,7.8894,4.9592,0.0,2.224,3.7747,7.8214,4.7316,2.1941,7.0141,2.0
Cy80_II_CD45_B08_S884_comb,9.124,5.0077,6.8865,4.9004,6.97,6.4243,0.0,0.0,3.7805,0.0,1.6346,8.2265,3.365,5.8057,6.4737,4.0586,10.175,4.6016,6.1117,5.3354,2.0
Cy80_II_CD45_E06_S918_comb,8.2665,6.7116,4.1885,7.2131,7.4364,4.5389,3.2689999999999997,0.0,2.2741,1.3214,6.5681,9.3191,7.459,7.8771,0.0,4.9515,10.349,3.86,3.1447,0.0,2.0
Cy71_CD45_E08_S536_comb,0.45311999999999997,0.0,0.0,5.3803,0.0,0.0,0.0,5.7808,7.2264,0.0,3.7609,5.1196,6.64,0.0,0.0,7.0272,5.3487,0.0,0.0,5.6461,2.0
Cy71_CD45_B06_S498_comb,0.0,0.0,0.0,6.5687,0.0,0.0,0.0,5.1492,7.2519,0.0,0.70576,3.781,0.0,0.0,0.0,8.1967,5.2533,0.0,0.0,7.7882,2.0
Cy80_II_CD45_A02_S866_comb,9.837,0.0,5.3932,1.4694,8.3766,6.9424,0.0,4.5949,3.8186,1.6969,3.3084,6.402,6.7023,7.2783,3.2057,6.8719,7.2235,0.0,0.0,6.0315,2.0
Cy80_II_CD45_D07_S907_comb,6.5636,5.8702,5.0828,8.2334,7.8548,5.9427,0.0,0.0,6.8809,0.0,0.0,6.6929,0.0,0.0,0.0,0.0,7.6088,5.0774,0.0,0.0,2.0
Cy81_FNA_CD45_F10_S358_comb,0.0,6.6838,0.0,7.8862,4.8903,6.4295,5.1575,0.0,0.0,6.0795,7.4153,7.2641,6.757999999999999,6.0366,0.0,5.3345,9.7772,3.2177,6.5076,1.8679,2.0
Cy80_II_CD45_F10_S934_comb,5.8236,7.0878,2.7108,7.4308,8.7937,7.4344,0.0,0.0,3.7448,4.1085,6.5242,6.6655,4.8357,6.5989,0.0,6.4645,10.732999999999999,3.1085,0.0,4.6084,2.0
Cy81_Bulk_CD45_G02_S170_comb,0.0,6.8082,0.0,1.3522,0.0,5.862,4.2185,0.0,0.0,0.0,5.5131,8.2722,3.2573,1.2672,0.0,0.0,4.7954,0.0,5.9256,0.0,2.0
Cy80_II_CD45_D12_S912_comb,0.0,4.6455,4.144,6.7368,9.4958,8.9584,0.0,5.5205,0.0,5.1357,7.7069,8.7688,5.7394,0.0,0.0,5.5804,9.8938,5.3984,0.0,0.0,2.0
Cy71_CD45_A03_S483_comb,9.6016,0.0,0.0,7.1796,0.0,0.0,0.0,7.1947,7.7723,0.8679,0.0,2.8231,3.6328,0.0,0.0,5.6428,4.6733,2.9553,0.0,7.3994,2.0
Cy81_FNA_CD45_C02_S314_comb,0.0,7.5909,0.0,8.4901,3.7083,6.4923,7.4013,3.5118,2.5321,0.0,7.729,7.8518,6.5920000000000005,2.7091,0.0,0.0,8.1893,0.0,6.1554,0.0,2.0
Cy81_Bulk_CD45_E01_S145_comb,0.0,6.0553,0.0,7.422000000000001,3.6433,4.4089,0.0,2.4589,0.0,0.0,4.7357,9.5785,8.262,6.9274,0.0,8.0859,9.5785,0.0,5.7788,0.0,2.0
Cy80_II_CD45_C04_S892_comb,9.0601,4.6195,0.0,7.857,8.5452,6.8351,0.0,0.0,4.8785,2.3832,6.0666,7.5286,5.9021,6.2885,2.3654,4.9399,9.9615,3.4764,0.0,5.421,2.0
Cy81_Bulk_CD45_C11_S131_comb,0.0,7.6093,5.9405,5.6102,0.0,7.815,5.2923,0.0,0.0,3.359,4.2815,8.8615,2.9633,5.7318,0.0,1.9631,8.6307,0.0,5.9888,0.0,2.0
Cy71_CD45_B01_S493_comb,7.6577,0.0,0.0,9.7209,6.4877,0.0,0.0,9.0875,6.7833,0.0,0.0,5.5165,5.9344,0.0,0.0,7.4306,0.0,2.3153,0.0,8.6746,2.0
Cy71_CD45_E09_S537_comb,8.5453,0.0,0.0,3.8498,3.1159,0.0,0.0,5.8172,3.7041,0.0,0.0,0.0,3.3966,5.4752,0.0,6.3315,3.4649,4.7328,0.0,5.7616,2.0
Cy81_FNA_CD45_C07_S319_comb,0.5290699999999999,6.2585,0.0,7.7507,5.2477,6.3905,5.0175,0.0,0.0,0.0,8.0807,8.8248,7.7954,6.1039,0.0,5.6517,9.0509,0.0,5.8024,0.0,2.0
Cy80_II_CD45_B10_S886_comb,9.8146,6.8247,3.0909,7.7411,8.1858,6.9736,0.0,0.9456100000000001,0.0,0.0,5.4328,6.4826,4.9356,5.9133,5.1032,6.0176,7.9994,0.0,0.0,6.4627,2.0
Cy71_CD45_G12_S564_comb,8.2569,0.0,6.7860000000000005,4.1769,5.9313,0.0,0.0,6.3519,7.0712,6.4949,0.83188,0.0,3.0652,2.3465,0.0,7.7858,2.1375,3.8810000000000002,0.0,8.4715,2.0
Cy81_FNA_CD45_F05_S353_comb,0.0,8.6248,0.0,8.4475,7.3507,5.7311,0.0,0.0,0.0,0.0,6.7874,8.0454,6.6927,5.6273,0.0,5.8174,8.9233,0.0,6.3399,0.0,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F07-S67-comb,7.9256,8.7923,3.2918,0.0,10.414000000000001,9.4301,7.1,0.0,6.8938,5.0936,6.7736,8.8528,3.4019,7.5365,3.5934,9.6079,10.006,0.0,7.0209,6.8243,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G01-S73-comb,9.538,8.89,0.0,0.0,9.9047,8.2124,7.016,0.0,7.1423,0.0,7.6481,8.7414,4.5334,8.2113,7.3592,9.3707,9.4952,5.2728,6.9402,3.9535,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-D09-S141-comb,8.9562,7.7297,2.569,0.0,10.252,9.2622,6.4704,0.0,6.2615,6.0205,8.7442,8.5966,4.6886,5.6965,7.7087,9.2408,9.1919,5.9054,6.3952,6.8015,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-D06-S138-comb,7.1521,10.52,4.14,0.0,10.427,9.6032,5.2978,0.0,7.1221,0.0,8.1994,10.435,6.1198,7.6174,7.446000000000001,9.5729,10.219,5.8062,6.8545,7.9277,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C04-S28-comb,4.7828,6.0557,4.0859,0.0,10.444,9.312000000000001,0.0,0.0,5.3068,0.0,4.6045,10.089,7.2806,0.0,5.7772,10.277000000000001,5.188,2.4486,6.4765,3.9456,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C01-S121-comb,7.8865,8.3302,0.0,0.0,8.6677,7.5416,6.5595,0.0,4.3032,0.0,7.627000000000001,8.7256,3.2039999999999997,7.2704,7.3669,9.141,9.2868,4.0203,6.7379999999999995,7.1711,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-D02-S134-comb,6.5548,4.9319999999999995,0.0,0.0,5.8697,7.4179,0.0,0.0,8.3323,0.0,5.2574,9.9751,0.0,8.0087,5.0601,0.0,5.0056,0.0,2.5568,6.4427,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F07-S163-comb,7.4615,9.4875,3.9433,0.0,11.515999999999998,9.513,7.3514,0.0,6.6724,2.8558,8.8052,7.8162,5.2717,5.8787,6.3468,9.3836,9.8791,3.0564,4.1926,6.022,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C01-S313-comb,8.8602,6.8448,1.854,0.0,8.3584,7.6324,6.8698,4.698,7.0103,7.3711,7.742000000000001,6.1972,3.4889,4.0095,5.1825,7.932,9.097999999999999,2.7816,4.7327,6.9493,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-A10-S10-comb,6.4141,8.5204,0.0,0.0,10.001,8.4447,7.0643,0.0,6.6509,2.5398,5.2014,5.894,1.2570000000000001,7.6345,5.6432,7.733,9.4204,4.2443,0.0,7.5966,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G10-S82-comb,8.9752,9.5364,3.3938,0.0,10.274000000000001,9.7994,6.4873,0.0,6.5257,2.3677,8.2117,9.402999999999999,4.7564,7.6559,5.3565,9.137,9.831,4.5199,5.9996,6.4699,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-B07-S19-comb,3.7224,10.512,0.0,0.0,10.775,10.263,8.5707,0.0,6.6943,6.7976,8.1143,10.392999999999999,2.8278,7.6488,6.4134,8.959,9.2263,3.9806,1.0398,3.6444,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B10-S118-comb,7.2024,7.5288,3.4338,0.0,8.9672,6.265,7.975,0.0,5.0826,1.5155,7.8533,7.5495,6.6079,7.6283,5.8749,9.8971,9.5518,5.45,6.4155,6.7968,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-D12-S144-comb,8.9777,8.003,0.0,0.0,10.450999999999999,9.3124,6.5332,0.0,7.278,0.0,7.5236,10.09,3.9401,6.0098,4.4898,10.717,10.2,3.3017,6.8271,7.324,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-D05-S137-comb,9.8098,8.1819,3.6839999999999997,0.0,7.1286,7.0013,6.6151,0.0,6.5234,0.0,7.506,9.9807,5.67,7.5703,6.1521,8.6968,9.6947,6.1083,7.6999,5.4217,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B08-S308-comb,0.0,10.67,0.0,0.0,12.107999999999999,10.007,7.6116,0.0,6.9901,0.0,7.2542,9.8243,4.8136,8.1981,6.127999999999999,9.6803,9.887,4.4419,5.7603,7.1048,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-B12-S24-comb,9.2998,7.8647,0.0,0.0,9.7946,8.1066,6.222,0.0,5.0418,0.0,6.922000000000001,9.3971,4.6508,6.2028,7.1444,8.1444,9.9288,2.9837,6.8068,6.5828,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-B02-S14-comb,8.3363,8.6353,0.0,0.0,11.088,8.975,7.5661,0.0,5.9573,2.2887,7.2707,9.244,4.6346,6.9971,4.9565,9.4841,9.1072,5.5868,8.2346,6.1433,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C08-S32-comb,9.7862,6.942,0.0,0.0,9.4346,7.7763,5.5042,0.0,6.8786,0.0,7.1292,8.5103,0.0,6.6991,6.227,8.2466,9.2988,5.9054,6.9163,6.718999999999999,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F06-S66-comb,4.5066,7.271,2.124,0.0,0.0,0.0,4.4033,0.0,6.2288,6.2117,5.8367,10.047,3.0535,5.7509,2.7307,8.1024,8.5564,4.3113,6.9502,2.8227,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E01-S49-comb,7.6765,8.9239,0.0,0.0,10.663,9.0858,1.0854,0.0,6.4572,5.4219,8.6078,9.2103,6.0043,5.6704,7.9245,8.7454,9.7741,0.0,6.1727,5.1541,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F01-S157-comb,9.3247,7.2635,2.5107,0.0,9.3947,6.8502,6.3143,0.0,7.3906,0.0,6.8855,8.7419,1.2116,6.7789,7.207999999999999,9.4363,8.6288,3.9708,6.9093,7.4538,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D09-S45-comb,6.6843,9.5799,0.0,0.0,9.977,9.3497,7.2906,0.0,7.7777,2.3277,5.4931,8.1834,5.2739,6.6109,7.5555,10.376,9.4998,5.9251,3.5266,6.6677,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H01-S181-comb,9.7496,6.5486,3.227,0.0,11.604000000000001,8.7586,5.2159,0.0,6.1946,0.0,8.0495,8.2197,4.0291,0.0,7.6113,9.7052,9.7818,3.8197,7.9326,5.0242,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-A04-S4-comb,8.9495,9.6617,3.0979,0.0,11.892999999999999,8.9678,7.3218,0.0,5.1587,0.0,8.6286,9.2233,4.5548,7.5212,7.0203,10.09,9.4149,3.2267,7.4827,6.8009,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-B08-S20-comb,8.6275,8.5098,0.0,0.0,10.411,8.8933,7.4981,0.0,7.0331,0.0,7.837999999999999,8.4201,4.0378,8.7687,6.4217,9.8183,9.5291,6.1982,6.0064,6.7873,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D11-S335-comb,10.038,6.2801,2.108,0.0,10.395,8.9351,6.9896,0.0,7.2604,5.5114,6.6166,9.816,1.1454,7.3256,7.6678,9.2106,9.174,1.9392,6.0336,6.2482,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D10-S334-comb,8.4917,7.7442,0.0,0.0,10.835999999999999,10.700999999999999,0.0,0.0,8.869,4.6035,7.1652,9.9363,0.0,5.9046,7.3166,6.7789,9.2952,4.7396,0.0,0.0,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-H01-S373-comb,9.4171,0.0,0.0,0.0,10.399000000000001,9.2007,0.0,0.0,7.0979,0.0,4.3069999999999995,9.7236,6.2003,7.0218,4.6635,8.1512,7.9648,1.8879,0.0,7.5398,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F03-S159-comb,6.8381,10.101,0.0,0.0,10.992,9.0105,6.3943,0.0,6.6623,0.0,8.3083,8.7974,5.8869,6.3698,7.1949,10.131,9.3037,5.5566,7.5889999999999995,6.4688,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E08-S56-comb,9.6975,4.0256,3.8835,0.0,7.4982,8.0132,4.671,0.0,7.9862,3.6118,7.5469,6.9888,4.5091,6.2964,7.0211,8.6005,7.8717,4.8011,4.3094,5.9984,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-A07-S7-comb,7.3593,10.294,0.0,0.0,11.001,10.085,6.0486,0.0,6.9801,0.0,6.5504,9.8622,6.9981,7.6781,6.5924,9.4199,10.235,4.232,5.5232,4.9507,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B11-S119-comb,10.079,0.0,0.0,0.0,7.8681,4.4762,6.6198,0.0,3.5083,0.0,8.0476,7.4689,6.3943,4.2154,6.1981,9.9819,9.2714,0.0,0.0,8.4086,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G02-S170-comb,9.0495,9.6321,5.9110000000000005,0.0,10.734000000000002,8.2268,7.7626,0.0,5.7156,0.0,8.3999,9.0821,4.2246,4.9819,5.7885,7.9202,9.9304,3.8879,6.3447,6.6048,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-H03-S375-comb,8.8596,6.2574,3.9713,0.0,8.5784,7.2398,7.7832,0.0,7.1489,0.0,6.2003,8.384,3.6503,6.8515,7.3866,7.6999,8.5834,5.1799,4.8531,8.2349,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F11-S167-comb,7.6247,7.3789,0.0,0.0,8.0152,8.5984,6.1512,0.0,6.6834,0.0,5.1538,9.799,0.0,4.7144,3.7888,6.6892,7.813,3.1598,4.6006,5.6408,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C04-S316-comb,9.3109,5.7152,6.7091,0.0,7.4339,3.3313,0.0,0.0,5.7868,7.8375,5.0156,7.2395,5.721,6.3464,2.7987,6.231,7.5866,4.6672,4.8823,7.3644,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F06-S162-comb,6.7124,5.6225,0.0,0.0,8.132,8.3085,7.6671,0.0,7.3784,5.9307,7.9239,7.0863,3.0827,7.4775,5.5494,9.7209,10.51,3.9059,0.0,6.3933,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A12-S108-comb,8.4283,9.6282,0.0,0.0,9.6878,8.0615,6.3564,0.0,5.9110000000000005,0.0,6.9026,8.979,0.0,6.1245,7.3416,10.387,9.6121,0.0,7.7163,5.1543,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B04-S304-comb,9.5401,4.7792,0.0,0.0,8.4064,7.6153,1.7407,0.0,5.9656,1.1257,7.825,9.0257,0.0,6.086,4.7432,3.0358,9.6925,3.2027,3.9507,7.6194,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F04-S160-comb,6.5522,8.9285,4.5072,3.0286,11.362,9.2903,8.2371,0.0,7.6114,4.7114,8.3913,9.2455,0.0,7.5304,6.6246,8.0095,9.6279,3.0844,4.3491,7.3205,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C08-S128-comb,9.2468,9.2299,3.7697,0.0,10.993,8.8369,4.0265,0.0,7.1931,0.0,8.0448,8.8778,6.5354,8.4301,6.5128,9.3442,9.1996,4.7515,6.7802,6.8046,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F03-S63-comb,8.127,10.759,0.0,0.0,10.41,9.2162,7.2473,0.0,6.8062,5.2329,8.1058,9.4413,3.3728,6.8039,6.1304,8.9939,9.7464,3.7512,7.2410000000000005,7.9358,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H07-S187-comb,7.6737,9.0848,0.0,0.0,8.9793,7.3538,7.2348,0.0,5.3678,0.0,7.7525,9.6989,5.6738,7.3284,6.7427,10.74,9.2175,3.9453,7.3977,7.9578,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B07-S115-comb,8.3057,8.6399,2.456,0.0,7.5079,7.017,6.9695,0.0,6.441,3.6648,6.9175,8.6495,5.7168,6.553,5.6376,7.3924,9.3657,5.3039,5.8868,6.9758,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G04-S172-comb,8.3614,7.7401,0.0,0.0,9.4422,7.4689,5.6787,0.0,7.132000000000001,0.0,5.5779,9.6227,3.9189999999999996,4.4542,5.207999999999999,9.0358,8.5258,5.7497,6.1734,8.4188,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G07-S79-comb,8.2401,7.4141,0.0,3.5283,8.2551,6.8864,7.6291,0.0,6.0732,1.6996,7.2427,8.2509,4.3504,6.8488,3.0983,8.874,8.4991,2.827,4.5562,7.4665,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G12-S180-comb,6.0423,6.6058,0.0,0.0,0.0,5.5618,0.0,0.0,7.7003,3.1604,4.8273,9.5842,0.0,8.1717,0.0,6.6262,4.7903,0.0,4.6484,8.9304,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B10-S310-comb,9.2092,4.5102,0.0,0.0,9.3805,9.3947,7.1995,0.0,5.1154,3.6707,6.3506,5.4557,5.7565,5.9465,5.2369,8.7081,9.2114,4.8077,4.7676,6.9814,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G03-S75-comb,7.6767,10.695,3.9053,0.0,11.147,9.7319,6.442,0.0,7.2135,3.4788,8.8238,9.5863,5.252999999999999,6.2287,6.5713,9.755,10.714,3.0333,6.752999999999999,6.7853,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G09-S81-comb,10.32,9.0169,0.0,0.0,9.177999999999999,7.5896,7.8369,0.0,6.6702,0.0,7.6152,9.8842,5.5267,5.9409,7.3186,8.9877,8.3899,6.1968,7.882999999999999,5.8924,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B04-S112-comb,9.0465,9.9451,0.0,0.0,10.046,8.3277,5.1139,0.0,3.9832,2.4552,8.6295,9.0342,4.1535,5.9372,5.6025,9.5963,10.235,0.0,7.0387,5.7873,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C10-S34-comb,8.3923,8.0182,2.229,0.0,8.4137,8.1641,7.9457,0.0,7.5567,1.3863,7.3665,8.3656,4.3349,6.3006,7.6835,8.8937,9.2563,5.9864,5.9557,7.7987,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E11-S59-comb,8.23,8.1204,2.0147,0.0,10.798,8.2743,6.3573,0.0,7.0146,0.0,6.8469,8.5468,5.8655,6.3581,2.6149,8.8881,9.4673,6.3148,6.7677,5.4258,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C07-S127-comb,7.1913,6.8663,2.8184,0.0,7.4543,7.5016,5.3952,0.0,6.5501,0.0,7.5393,7.5245,0.0,7.7063,6.3586,4.0156,9.6565,4.6724,3.1493,7.0882,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D10-S46-comb,8.8381,9.5609,2.8078,0.0,11.139000000000001,9.5051,6.7956,0.0,7.8157,0.0,8.0355,9.0808,3.6454,6.8221,6.2609,9.039,10.237,4.3935,4.2408,7.497999999999999,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G06-S78-comb,7.5614,9.6787,0.0,0.0,10.244000000000002,9.396,7.3409,0.0,7.7201,0.0,8.5099,8.5224,4.4777,7.507999999999999,6.5363,9.2597,9.8504,2.4465,6.3432,6.7695,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-H02-S374-comb,10.152999999999999,6.9538,0.0,0.0,9.0176,7.9871,6.4594,0.0,7.1474,2.1217,7.6935,9.1844,6.7003,7.444,7.0807,8.3338,9.3787,5.2331,5.3506,5.5515,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B09-S117-comb,8.596,4.6305,3.4237,0.0,8.4567,7.4735,6.6748,0.0,7.4758,3.1693,6.974,8.8594,7.5491,5.7973,6.7951,9.6487,9.1648,4.8158,6.9652,7.6165,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H09-S189-comb,8.1942,8.9403,0.0,0.0,10.823,8.8322,7.3368,0.0,6.5961,0.0,8.7642,9.1564,5.4862,6.9764,6.4927,9.9161,9.9579,3.714,7.1326,6.6361,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B06-S306-comb,9.8608,8.6465,4.8512,0.0,9.4618,8.9425,4.665,0.0,7.5265,0.0,7.2863,9.6088,1.0841,6.4141,7.9465,7.2766,8.286,4.8088,4.5007,7.8077,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C05-S317-comb,9.2583,7.3545,3.3431,0.0,9.5635,9.4218,2.3522,0.0,6.899,0.0,8.3832,9.2348,5.7263,6.6621,6.7626,6.693,10.181000000000001,4.876,4.1574,5.9244,2.0
cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D07-S331-comb,10.277999999999999,0.0,0.0,0.0,7.957999999999999,6.6521,4.9115,0.0,7.0284,3.2426,3.3144,6.0162,0.0,5.3312,0.0,7.5255,8.7639,0.0,0.0,6.8721,2.0
cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A10-S106-comb,8.7135,6.1065,0.0,0.0,10.04,8.6566,6.3257,0.0,6.0203,0.0,7.5942,8.4901,5.6974,0.0,0.0,9.3375,9.1748,0.0,6.1403,7.3457,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G08-S80-comb,6.3352,8.674,0.0,0.0,9.2847,7.3324,8.5391,0.0,5.7243,0.0,8.0954,9.1475,3.7657,8.1695,6.7123,9.9199,9.8984,4.4121,6.8508,0.0,2.0
cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E04-S52-comb,10.082,7.827000000000001,3.7164,0.0,11.095,8.0348,5.5529,0.0,7.8195,0.0,7.6318,8.7765,5.3031,5.5457,6.9851,9.4945,9.581,4.2916,3.9674,6.6162,2.0
